I,II,III,aVR,aVL,aVF,V1,V2,V3,V4,V5,V6
,-0.06,,,,,,,,-0.155,-0.105,-0.116
,-0.057,,,,,,,,-0.155,-0.105,-0.115
,-0.054,,,,,,,,-0.153,-0.105,-0.115
,-0.055,,,,,,,,-0.15,-0.105,-0.116
,-0.055,,,,,,,,-0.15,-0.105,-0.12
,-0.051,,,,,,,,-0.15,-0.105,-0.12
,-0.049,,,,,,,,-0.147,-0.105,-0.12
,-0.051,,,,,,,,-0.145,-0.105,-0.12
,-0.049,,,,,,,,-0.145,-0.105,-0.12
,-0.045,,,,,,,,-0.145,-0.105,-0.12
,-0.045,,,,,,,,-0.145,-0.105,-0.12
,-0.046,,,,,,,,-0.142,-0.102,-0.12
,-0.043,,,,,,,,-0.139,-0.099,-0.12
,-0.04,,,,,,,,-0.14,-0.1,-0.12
,-0.04,,,,,,,,-0.14,-0.1,-0.12
,-0.04,,,,,,,,-0.14,-0.1,-0.12
,-0.037,,,,,,,,-0.137,-0.097,-0.12
,-0.035,,,,,,,,-0.132,-0.094,-0.12
,-0.035,,,,,,,,-0.13,-0.095,-0.12
,-0.035,,,,,,,,-0.13,-0.095,-0.12
,-0.035,,,,,,,,-0.126,-0.095,-0.12
,-0.032,,,,,,,,-0.125,-0.096,-0.123
,-0.029,,,,,,,,-0.124,-0.093,-0.127
,-0.03,,,,,,,,-0.119,-0.09,-0.131
,-0.03,,,,,,,,-0.115,-0.09,-0.135
,-0.03,,,,,,,,-0.115,-0.09,-0.139
,-0.027,,,,,,,,-0.112,-0.09,-0.146
,-0.024,,,,,,,,-0.11,-0.09,-0.152
,-0.025,,,,,,,,-0.109,-0.089,-0.156
,-0.025,,,,,,,,-0.1,-0.085,-0.16
,-0.025,,,,,,,,-0.096,-0.081,-0.16
,-0.026,,,,,,,,-0.093,-0.077,-0.163
,-0.023,,,,,,,,-0.086,-0.073,-0.165
,-0.02,,,,,,,,-0.079,-0.069,-0.166
,-0.02,,,,,,,,-0.075,-0.065,-0.17
,-0.02,,,,,,,,-0.071,-0.061,-0.17
,-0.021,,,,,,,,-0.064,-0.057,-0.173
,-0.018,,,,,,,,-0.056,-0.053,-0.176
,-0.015,,,,,,,,-0.048,-0.049,-0.174
,-0.015,,,,,,,,-0.04,-0.045,-0.17
,-0.015,,,,,,,,-0.032,-0.041,-0.17
,-0.015,,,,,,,,-0.023,-0.036,-0.17
,-0.016,,,,,,,,-0.018,-0.035,-0.17
,-0.014,,,,,,,,-0.013,-0.034,-0.17
,-0.005,,,,,,,,-0.005,-0.025,-0.17
,-0.001,,,,,,,,0.003,-0.021,-0.17
,0.003,,,,,,,,0.008,-0.017,-0.17
,0.007,,,,,,,,0.013,-0.013,-0.17
,0.011,,,,,,,,0.023,-0.009,-0.17
,0.015,,,,,,,,0.03,-0.005,-0.17
,0.019,,,,,,,,0.032,-0.001,-0.171
,0.024,,,,,,,,0.053,0.006,-0.164
,0.025,,,,,,,,0.07,0.015,-0.157
,0.026,,,,,,,,0.07,0.021,-0.154
,0.03,,,,,,,,0.075,0.025,-0.15
,0.03,,,,,,,,0.095,0.033,-0.146
,0.034,,,,,,,,0.108,0.042,-0.142
,0.05,,,,,,,,0.111,0.047,-0.139
,0.068,,,,,,,,0.118,0.052,-0.132
,0.07,,,,,,,,0.14,0.065,-0.115
,0.07,,,,,,,,0.165,0.081,-0.103
,0.07,,,,,,,,0.182,0.095,-0.088
,0.07,,,,,,,,0.199,0.103,-0.073
,0.07,,,,,,,,0.211,0.105,-0.063
,0.07,,,,,,,,0.215,0.11,-0.055
,0.07,,,,,,,,0.235,0.127,-0.047
,0.071,,,,,,,,0.246,0.134,-0.039
,0.068,,,,,,,,0.258,0.154,-0.031
,0.075,,,,,,,,0.273,0.179,-0.023
,0.1,,,,,,,,0.28,0.18,-0.015
,0.105,,,,,,,,0.296,0.184,-0.011
,0.107,,,,,,,,0.308,0.188,-0.004
,0.113,,,,,,,,0.311,0.192,0.002
,0.115,,,,,,,,0.317,0.196,0.007
,0.115,,,,,,,,0.33,0.2,0.015
,0.119,,,,,,,,0.339,0.2,0.019
,0.12,,,,,,,,0.343,0.205,0.026
,0.123,,,,,,,,0.347,0.217,0.033
,0.132,,,,,,,,0.35,0.227,0.036
,0.135,,,,,,,,0.35,0.23,0.04
,0.131,,,,,,,,0.35,0.234,0.045
,0.13,,,,,,,,0.35,0.238,0.042
,0.128,,,,,,,,0.35,0.241,0.039
,0.124,,,,,,,,0.35,0.239,0.04
,0.125,,,,,,,,0.35,0.235,0.04
,0.125,,,,,,,,0.35,0.231,0.036
,0.122,,,,,,,,0.351,0.23,0.034
,0.119,,,,,,,,0.345,0.229,0.036
,0.12,,,,,,,,0.333,0.224,0.034
,0.12,,,,,,,,0.325,0.22,0.03
,0.116,,,,,,,,0.313,0.221,0.03
,0.114,,,,,,,,0.304,0.215,0.03
,0.116,,,,,,,,0.294,0.205,0.031
,0.114,,,,,,,,0.283,0.199,0.028
,0.11,,,,,,,,0.275,0.195,0.02
,0.11,,,,,,,,0.259,0.187,0.016
,0.111,,,,,,,,0.245,0.178,0.009
,0.107,,,,,,,,0.234,0.173,0.003
,0.098,,,,,,,,0.222,0.168,-0.002
,0.095,,,,,,,,0.21,0.155,-0.01
,0.092,,,,,,,,0.194,0.147,-0.014
,0.084,,,,,,,,0.178,0.14,-0.021
,0.077,,,,,,,,0.162,0.129,-0.028
,0.074,,,,,,,,0.147,0.118,-0.031
,0.07,,,,,,,,0.135,0.11,-0.035
,0.066,,,,,,,,0.119,0.102,-0.039
,0.062,,,,,,,,0.103,0.091,-0.044
,0.058,,,,,,,,0.087,0.08,-0.045
,0.054,,,,,,,,0.071,0.073,-0.055
,0.05,,,,,,,,0.055,0.065,-0.08
,0.046,,,,,,,,0.043,0.057,-0.085
,0.042,,,,,,,,0.034,0.049,-0.087
,0.038,,,,,,,,0.027,0.041,-0.093
,0.034,,,,,,,,0.017,0.033,-0.095
,0.03,,,,,,,,0.005,0.025,-0.095
,0.03,,,,,,,,-0.003,0.017,-0.099
,0.028,,,,,,,,-0.011,0.012,-0.099
,0.022,,,,,,,,-0.019,0.007,-0.103
,0.02,,,,,,,,-0.026,-0.002,-0.112
,0.02,,,,,,,,-0.03,-0.01,-0.115
,0.016,,,,,,,,-0.038,-0.014,-0.119
,0.014,,,,,,,,-0.043,-0.018,-0.121
,0.016,,,,,,,,-0.049,-0.02,-0.119
,0.014,,,,,,,,-0.056,-0.021,-0.121
,0.01,,,,,,,,-0.06,-0.025,-0.125
,0.01,,,,,,,,-0.064,-0.025,-0.125
,0.01,,,,,,,,-0.065,-0.024,-0.124
,0.01,,,,,,,,-0.067,-0.027,-0.127
,0.009,,,,,,,,-0.07,-0.03,-0.13
,0.005,,,,,,,,-0.07,-0.03,-0.13
,0.005,,,,,,,,-0.074,-0.03,-0.13
,0.005,,,,,,,,-0.075,-0.033,-0.13
,0.005,,,,,,,,-0.077,-0.036,-0.132
,0.004,,,,,,,,-0.08,-0.035,-0.136
,0.0,,,,,,,,-0.08,-0.035,-0.14
,0.0,,,,,,,,-0.08,-0.039,-0.144
,0.001,,,,,,,,-0.08,-0.04,-0.146
,-0.002,,,,,,,,-0.08,-0.04,-0.143
,-0.005,,,,,,,,-0.08,-0.04,-0.14
,-0.005,,,,,,,,-0.08,-0.04,-0.14
,-0.005,,,,,,,,-0.08,-0.04,-0.14
,-0.004,,,,,,,,-0.08,-0.04,-0.14
,-0.007,,,,,,,,-0.08,-0.04,-0.14
,-0.01,,,,,,,,-0.08,-0.04,-0.14
,-0.01,,,,,,,,-0.08,-0.04,-0.14
,-0.01,,,,,,,,-0.08,-0.04,-0.14
,-0.011,,,,,,,,-0.083,-0.04,-0.14
,-0.008,,,,,,,,-0.086,-0.04,-0.14
,-0.005,,,,,,,,-0.085,-0.04,-0.14
,-0.005,,,,,,,,-0.085,-0.04,-0.14
,-0.005,,,,,,,,-0.085,-0.04,-0.14
,-0.002,,,,,,,,-0.085,-0.04,-0.14
,0.0,,,,,,,,-0.085,-0.04,-0.14
,0.0,,,,,,,,-0.085,-0.04,-0.14
,0.0,,,,,,,,-0.085,-0.04,-0.14
,0.0,,,,,,,,-0.085,-0.04,-0.14
,0.003,,,,,,,,-0.085,-0.04,-0.14
,0.006,,,,,,,,-0.085,-0.04,-0.14
,0.005,,,,,,,,-0.085,-0.04,-0.14
,0.005,,,,,,,,-0.085,-0.04,-0.14
,0.009,,,,,,,,-0.081,-0.04,-0.14
,0.01,,,,,,,,-0.08,-0.04,-0.14
,0.01,,,,,,,,-0.08,-0.04,-0.14
,0.01,,,,,,,,-0.08,-0.04,-0.14
,0.01,,,,,,,,-0.08,-0.04,-0.14
,0.015,,,,,,,,-0.076,-0.04,-0.136
,0.013,,,,,,,,-0.075,-0.037,-0.135
,0.023,,,,,,,,-0.075,-0.034,-0.135
,0.036,,,,,,,,-0.075,-0.035,-0.135
,0.03,,,,,,,,-0.075,-0.035,-0.135
,0.03,,,,,,,,-0.071,-0.035,-0.135
,0.03,,,,,,,,-0.07,-0.032,-0.135
,0.03,,,,,,,,-0.07,-0.029,-0.135
,0.029,,,,,,,,-0.07,-0.03,-0.134
,0.025,,,,,,,,-0.07,-0.03,-0.13
,0.025,,,,,,,,-0.07,-0.03,-0.13
,0.025,,,,,,,,-0.067,-0.027,-0.13
,0.025,,,,,,,,-0.064,-0.024,-0.13
,0.024,,,,,,,,-0.065,-0.025,-0.13
,0.02,,,,,,,,-0.065,-0.025,-0.13
,0.02,,,,,,,,-0.065,-0.025,-0.13
,0.02,,,,,,,,-0.062,-0.026,-0.131
,0.02,,,,,,,,-0.059,-0.023,-0.128
,0.02,,,,,,,,-0.06,-0.02,-0.125
,0.02,,,,,,,,-0.06,-0.02,-0.125
,0.016,,,,,,,,-0.06,-0.02,-0.125
,0.015,,,,,,,,-0.059,-0.021,-0.125
,0.015,,,,,,,,-0.062,-0.018,-0.125
,0.015,,,,,,,,-0.065,-0.015,-0.125
,0.015,,,,,,,,-0.065,-0.015,-0.125
,0.011,,,,,,,,-0.065,-0.015,-0.125
,0.01,,,,,,,,-0.065,-0.015,-0.125
,0.01,,,,,,,,-0.065,-0.015,-0.127
,0.01,,,,,,,,-0.066,-0.016,-0.131
,0.01,,,,,,,,-0.07,-0.02,-0.135
,0.01,,,,,,,,-0.07,-0.02,-0.139
,0.007,,,,,,,,-0.07,-0.02,-0.141
,0.004,,,,,,,,-0.07,-0.02,-0.138
,0.005,,,,,,,,-0.07,-0.02,-0.135
,0.005,,,,,,,,-0.07,-0.02,-0.135
,0.005,,,,,,,,-0.074,-0.02,-0.135
,0.005,,,,,,,,-0.075,-0.02,-0.135
,0.005,,,,,,,,-0.075,-0.02,-0.135
,0.005,,,,,,,,-0.075,-0.02,-0.135
,0.005,,,,,,,,-0.075,-0.02,-0.135
,0.005,,,,,,,,-0.075,-0.02,-0.135
,0.005,,,,,,,,-0.074,-0.019,-0.135
,0.005,,,,,,,,-0.077,-0.022,-0.135
,0.005,,,,,,,,-0.08,-0.025,-0.135
,0.005,,,,,,,,-0.08,-0.025,-0.135
,0.005,,,,,,,,-0.08,-0.025,-0.135
,0.005,,,,,,,,-0.083,-0.025,-0.132
,0.005,,,,,,,,-0.086,-0.025,-0.129
,0.005,,,,,,,,-0.085,-0.025,-0.13
,0.005,,,,,,,,-0.085,-0.025,-0.13
,0.005,,,,,,,,-0.089,-0.025,-0.13
,0.005,,,,,,,,-0.09,-0.025,-0.13
,0.005,,,,,,,,-0.09,-0.025,-0.13
,0.005,,,,,,,,-0.09,-0.025,-0.13
,0.005,,,,,,,,-0.09,-0.025,-0.13
,0.005,,,,,,,,-0.09,-0.025,-0.13
,0.005,,,,,,,,-0.093,-0.028,-0.13
,0.005,,,,,,,,-0.096,-0.03,-0.13
,0.004,,,,,,,,-0.095,-0.031,-0.13
,0.0,,,,,,,,-0.095,-0.035,-0.13
,0.0,,,,,,,,-0.095,-0.035,-0.134
,-0.003,,,,,,,,-0.094,-0.038,-0.135
,-0.005,,,,,,,,-0.097,-0.04,-0.135
,-0.006,,,,,,,,-0.1,-0.041,-0.135
,-0.01,,,,,,,,-0.1,-0.045,-0.135
,-0.011,,,,,,,,-0.1,-0.045,-0.135
,-0.007,,,,,,,,-0.103,-0.045,-0.138
,-0.005,,,,,,,,-0.106,-0.045,-0.141
,-0.005,,,,,,,,-0.105,-0.045,-0.14
,-0.005,,,,,,,,-0.105,-0.045,-0.14
,-0.005,,,,,,,,-0.109,-0.045,-0.14
,-0.005,,,,,,,,-0.113,-0.045,-0.139
,-0.005,,,,,,,,-0.117,-0.045,-0.142
,-0.005,,,,,,,,-0.121,-0.045,-0.145
,-0.005,,,,,,,,-0.12,-0.045,-0.145
,-0.005,,,,,,,,-0.116,-0.045,-0.145
,-0.005,,,,,,,,-0.115,-0.045,-0.145
,-0.005,,,,,,,,-0.115,-0.045,-0.145
,-0.006,,,,,,,,-0.115,-0.045,-0.145
,-0.01,,,,,,,,-0.115,-0.045,-0.145
,-0.01,,,,,,,,-0.115,-0.045,-0.145
,-0.009,,,,,,,,-0.115,-0.045,-0.145
,-0.012,,,,,,,,-0.115,-0.045,-0.145
,-0.015,,,,,,,,-0.115,-0.045,-0.145
,-0.015,,,,,,,,-0.115,-0.045,-0.145
,-0.015,,,,,,,,-0.115,-0.045,-0.145
,-0.015,,,,,,,,-0.115,-0.045,-0.145
,-0.017,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.145
,-0.023,,,,,,,,-0.115,-0.045,-0.145
,-0.026,,,,,,,,-0.115,-0.045,-0.145
,-0.025,,,,,,,,-0.115,-0.045,-0.145
,-0.025,,,,,,,,-0.115,-0.045,-0.145
,-0.025,,,,,,,,-0.115,-0.045,-0.145
,-0.022,,,,,,,,-0.115,-0.045,-0.145
,-0.019,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.145
,-0.02,,,,,,,,-0.115,-0.045,-0.141
,-0.02,,,,,,,,-0.114,-0.045,-0.14
,-0.021,,,,,,,,-0.118,-0.045,-0.14
,-0.019,,,,,,,,-0.127,-0.045,-0.14
,-0.01,,,,,,,,-0.13,-0.045,-0.14
,-0.002,,,,,,,,-0.126,-0.045,-0.14
,0.006,,,,,,,,-0.124,-0.045,-0.14
,0.015,,,,,,,,-0.126,-0.045,-0.14
,0.02,,,,,,,,-0.124,-0.045,-0.14
,0.015,,,,,,,,-0.12,-0.045,-0.14
,0.015,,,,,,,,-0.12,-0.045,-0.14
,0.012,,,,,,,,-0.121,-0.045,-0.14
,0.01,,,,,,,,-0.118,-0.045,-0.14
,0.009,,,,,,,,-0.115,-0.045,-0.14
,0.005,,,,,,,,-0.115,-0.045,-0.14
,0.005,,,,,,,,-0.115,-0.045,-0.14
,0.002,,,,,,,,-0.112,-0.045,-0.14
,0.0,,,,,,,,-0.109,-0.045,-0.14
,-0.001,,,,,,,,-0.11,-0.044,-0.14
,-0.005,,,,,,,,-0.11,-0.04,-0.14
,-0.005,,,,,,,,-0.106,-0.04,-0.14
,-0.008,,,,,,,,-0.104,-0.037,-0.14
,-0.01,,,,,,,,-0.106,-0.035,-0.14
,-0.011,,,,,,,,-0.104,-0.034,-0.14
,-0.015,,,,,,,,-0.1,-0.03,-0.14
,-0.016,,,,,,,,-0.1,-0.03,-0.14
,-0.01,,,,,,,,-0.101,-0.027,-0.141
,0.0,,,,,,,,-0.098,-0.025,-0.138
,0.006,,,,,,,,-0.095,-0.024,-0.135
,0.01,,,,,,,,-0.095,-0.02,-0.135
,0.018,,,,,,,,-0.095,-0.02,-0.135
,0.026,,,,,,,,-0.096,-0.017,-0.135
,0.033,,,,,,,,-0.093,-0.014,-0.135
,0.035,,,,,,,,-0.09,-0.015,-0.135
,0.035,,,,,,,,-0.09,-0.015,-0.135
,0.035,,,,,,,,-0.09,-0.015,-0.135
,0.036,,,,,,,,-0.09,-0.015,-0.135
,0.047,,,,,,,,-0.09,-0.015,-0.135
,0.056,,,,,,,,-0.089,-0.015,-0.135
,0.05,,,,,,,,-0.085,-0.015,-0.135
,0.045,,,,,,,,-0.085,-0.015,-0.135
,0.045,,,,,,,,-0.085,-0.015,-0.135
,0.043,,,,,,,,-0.085,-0.015,-0.135
,0.04,,,,,,,,-0.084,-0.015,-0.135
,0.04,,,,,,,,-0.08,-0.015,-0.135
,0.036,,,,,,,,-0.08,-0.015,-0.135
,0.031,,,,,,,,-0.08,-0.015,-0.135
,0.03,,,,,,,,-0.08,-0.015,-0.135
,0.029,,,,,,,,-0.08,-0.015,-0.135
,0.025,,,,,,,,-0.08,-0.015,-0.135
,0.026,,,,,,,,-0.084,-0.015,-0.135
,0.019,,,,,,,,-0.088,-0.015,-0.135
,0.013,,,,,,,,-0.093,-0.015,-0.135
,0.008,,,,,,,,-0.104,-0.016,-0.135
,0.0,,,,,,,,-0.12,-0.02,-0.135
,-0.004,,,,,,,,-0.121,-0.024,-0.139
,-0.011,,,,,,,,-0.118,-0.028,-0.14
,-0.017,,,,,,,,-0.127,-0.032,-0.142
,-0.021,,,,,,,,-0.143,-0.036,-0.145
,-0.025,,,,,,,,-0.145,-0.035,-0.145
,-0.025,,,,,,,,-0.145,-0.033,-0.149
,-0.025,,,,,,,,-0.145,-0.047,-0.15
,-0.025,,,,,,,,-0.145,-0.057,-0.152
,-0.025,,,,,,,,-0.145,-0.055,-0.156
,-0.025,,,,,,,,-0.145,-0.055,-0.155
,-0.025,,,,,,,,-0.149,-0.055,-0.155
,-0.028,,,,,,,,-0.15,-0.055,-0.158
,-0.031,,,,,,,,-0.15,-0.055,-0.161
,-0.037,,,,,,,,-0.15,-0.055,-0.16
,-0.05,,,,,,,,-0.15,-0.055,-0.16
,-0.059,,,,,,,,-0.15,-0.055,-0.16
,-0.063,,,,,,,,-0.147,-0.055,-0.16
,-0.067,,,,,,,,-0.142,-0.055,-0.16
,-0.071,,,,,,,,-0.14,-0.055,-0.16
,-0.07,,,,,,,,-0.14,-0.055,-0.16
,-0.066,,,,,,,,-0.136,-0.055,-0.16
,-0.065,,,,,,,,-0.132,-0.055,-0.16
,-0.065,,,,,,,,-0.129,-0.055,-0.16
,-0.065,,,,,,,,-0.131,-0.055,-0.16
,-0.065,,,,,,,,-0.135,-0.055,-0.16
,-0.061,,,,,,,,-0.135,-0.055,-0.16
,-0.06,,,,,,,,-0.134,-0.055,-0.16
,-0.06,,,,,,,,-0.137,-0.055,-0.16
,-0.06,,,,,,,,-0.14,-0.055,-0.16
,-0.06,,,,,,,,-0.14,-0.055,-0.16
,-0.056,,,,,,,,-0.14,-0.055,-0.16
,-0.055,,,,,,,,-0.143,-0.055,-0.16
,-0.055,,,,,,,,-0.146,-0.055,-0.16
,-0.055,,,,,,,,-0.145,-0.055,-0.16
,-0.055,,,,,,,,-0.145,-0.055,-0.16
,-0.055,,,,,,,,-0.145,-0.051,-0.16
,-0.052,,,,,,,,-0.142,-0.05,-0.16
,-0.049,,,,,,,,-0.139,-0.05,-0.16
,-0.05,,,,,,,,-0.14,-0.05,-0.16
,-0.05,,,,,,,,-0.14,-0.05,-0.16
,-0.05,,,,,,,,-0.14,-0.05,-0.16
,-0.047,,,,,,,,-0.14,-0.05,-0.16
,-0.044,,,,,,,,-0.14,-0.05,-0.16
,-0.045,,,,,,,,-0.14,-0.05,-0.16
,-0.045,,,,,,,,-0.14,-0.05,-0.16
,-0.045,,,,,,,,-0.136,-0.05,-0.16
,-0.043,,,,,,,,-0.135,-0.05,-0.16
,-0.052,,,,,,,,-0.135,-0.05,-0.16
,-0.068,,,,,,,,-0.135,-0.049,-0.16
,-0.07,,,,,,,,-0.135,-0.045,-0.16
,-0.07,,,,,,,,-0.135,-0.045,-0.16
,-0.07,,,,,,,,-0.135,-0.045,-0.16
,-0.07,,,,,,,,-0.135,-0.045,-0.16
,-0.07,,,,,,,,-0.134,-0.045,-0.16
,-0.07,,,,,,,,-0.13,-0.045,-0.16
,-0.07,,,,,,,,-0.13,-0.045,-0.16
,-0.069,,,,,,,,-0.13,-0.045,-0.16
,-0.072,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.13,-0.045,-0.16
,-0.075,,,,,,,,-0.129,-0.045,-0.16
,-0.075,,,,,,,,-0.125,-0.045,-0.16
,-0.075,,,,,,,,-0.125,-0.045,-0.16
,-0.078,,,,,,,,-0.126,-0.045,-0.16
,-0.081,,,,,,,,-0.123,-0.045,-0.16
,-0.08,,,,,,,,-0.12,-0.045,-0.16
,-0.08,,,,,,,,-0.12,-0.045,-0.16
,-0.08,,,,,,,,-0.119,-0.048,-0.164
,-0.08,,,,,,,,-0.125,-0.058,-0.167
,-0.08,,,,,,,,-0.135,-0.072,-0.176
,-0.08,,,,,,,,-0.15,-0.09,-0.195
,-0.08,,,,,,,,-0.165,-0.105,-0.205
,-0.081,,,,,,,,-0.145,-0.105,-0.19
,-0.072,,,,,,,,-0.133,-0.11,-0.176
,-0.06,,,,,,,,-0.088,-0.086,-0.162
,-0.045,,,,,,,,-0.006,-0.032,-0.148
,-0.02,,,,,,,,0.06,0.015,-0.135
,-0.003,,,,,,,,0.143,0.082,-0.092
,0.043,,,,,,,,0.27,0.19,-0.012
,0.105,,,,,,,,0.437,0.324,0.083
,0.157,,,,,,,,0.63,0.474,0.188
,0.215,,,,,,,,0.83,0.635,0.305
,0.312,,,,,,,,1.011,0.788,0.422
,0.39,,,,,,,,1.214,0.934,0.527
,0.467,,,,,,,,1.388,1.073,0.622
,0.546,,,,,,,,1.489,1.174,0.702
,0.6,,,,,,,,1.555,1.235,0.76
,0.664,,,,,,,,1.646,1.317,0.817
,0.687,,,,,,,,1.701,1.339,0.828
,0.684,,,,,,,,1.763,1.355,0.827
,0.687,,,,,,,,1.868,1.4,0.818
,0.685,,,,,,,,1.945,1.41,0.775
,0.644,,,,,,,,1.88,1.336,0.743
,0.545,,,,,,,,1.59,1.111,0.625
,0.394,,,,,,,,1.103,0.772,0.423
,0.242,,,,,,,,0.561,0.432,0.219
,0.15,,,,,,,,0.185,0.21,0.085
,0.105,,,,,,,,0.113,0.148,0.035
,0.06,,,,,,,,0.07,0.099,-0.013
,0.03,,,,,,,,0.027,0.065,-0.044
,0.023,,,,,,,,0.024,0.064,-0.045
,0.015,,,,,,,,0.015,0.055,-0.05
,0.007,,,,,,,,0.006,0.047,-0.058
,-0.004,,,,,,,,0.001,0.04,-0.067
,-0.015,,,,,,,,-0.015,0.026,-0.088
,-0.022,,,,,,,,-0.041,0.005,-0.107
,-0.03,,,,,,,,-0.065,-0.01,-0.11
,-0.038,,,,,,,,-0.089,-0.022,-0.131
,-0.043,,,,,,,,-0.11,-0.031,-0.134
,-0.047,,,,,,,,-0.131,-0.039,-0.129
,-0.05,,,,,,,,-0.147,-0.047,-0.13
,-0.05,,,,,,,,-0.145,-0.055,-0.13
,-0.054,,,,,,,,-0.144,-0.063,-0.13
,-0.055,,,,,,,,-0.154,-0.071,-0.13
,-0.057,,,,,,,,-0.163,-0.079,-0.13
,-0.06,,,,,,,,-0.166,-0.086,-0.13
,-0.06,,,,,,,,-0.17,-0.09,-0.13
,-0.06,,,,,,,,-0.178,-0.094,-0.13
,-0.06,,,,,,,,-0.184,-0.098,-0.13
,-0.06,,,,,,,,-0.183,-0.102,-0.13
,-0.06,,,,,,,,-0.18,-0.106,-0.13
,-0.06,,,,,,,,-0.18,-0.105,-0.13
,-0.064,,,,,,,,-0.18,-0.101,-0.126
,-0.065,,,,,,,,-0.18,-0.1,-0.125
,-0.065,,,,,,,,-0.18,-0.1,-0.125
,-0.065,,,,,,,,-0.179,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.065,,,,,,,,-0.175,-0.1,-0.125
,-0.066,,,,,,,,-0.172,-0.1,-0.125
,-0.063,,,,,,,,-0.169,-0.1,-0.125
,-0.06,,,,,,,,-0.17,-0.099,-0.125
,-0.06,,,,,,,,-0.17,-0.095,-0.125
,-0.06,,,,,,,,-0.17,-0.095,-0.125
,-0.06,,,,,,,,-0.171,-0.095,-0.125
,-0.06,,,,,,,,-0.168,-0.095,-0.125
,-0.06,,,,,,,,-0.165,-0.095,-0.125
,-0.06,,,,,,,,-0.165,-0.095,-0.125
,-0.06,,,,,,,,-0.165,-0.095,-0.125
,-0.06,,,,,,,,-0.165,-0.095,-0.128
,-0.06,,,,,,,,-0.165,-0.095,-0.13
,-0.06,,,,,,,,-0.165,-0.095,-0.131
,-0.06,,,,,,,,-0.165,-0.095,-0.135
,-0.06,,,,,,,,-0.161,-0.095,-0.139
,-0.06,,,,,,,,-0.157,-0.096,-0.143
,-0.06,,,,,,,,-0.153,-0.093,-0.146
,-0.06,,,,,,,,-0.15,-0.09,-0.144
,-0.06,,,,,,,,-0.15,-0.09,-0.14
,-0.06,,,,,,,,-0.146,-0.09,-0.139
,-0.06,,,,,,,,-0.141,-0.087,-0.149
,-0.06,,,,,,,,-0.14,-0.084,-0.159
,-0.06,,,,,,,,-0.139,-0.085,-0.16
,-0.06,,,,,,,,-0.135,-0.085,-0.16
,-0.06,,,,,,,,-0.131,-0.081,-0.16
,-0.06,,,,,,,,-0.13,-0.079,-0.159
,-0.06,,,,,,,,-0.129,-0.081,-0.163
,-0.06,,,,,,,,-0.124,-0.079,-0.172
,-0.06,,,,,,,,-0.12,-0.075,-0.175
,-0.056,,,,,,,,-0.12,-0.075,-0.171
,-0.054,,,,,,,,-0.117,-0.076,-0.17
,-0.056,,,,,,,,-0.115,-0.073,-0.168
,-0.054,,,,,,,,-0.115,-0.07,-0.164
,-0.05,,,,,,,,-0.11,-0.07,-0.165
,-0.05,,,,,,,,-0.105,-0.07,-0.166
,-0.051,,,,,,,,-0.105,-0.067,-0.162
,-0.048,,,,,,,,-0.103,-0.064,-0.16
,-0.045,,,,,,,,-0.1,-0.065,-0.159
,-0.045,,,,,,,,-0.1,-0.065,-0.155
,-0.045,,,,,,,,-0.092,-0.061,-0.155
,-0.042,,,,,,,,-0.084,-0.06,-0.156
,-0.039,,,,,,,,-0.076,-0.06,-0.153
,-0.04,,,,,,,,-0.068,-0.06,-0.15
,-0.04,,,,,,,,-0.06,-0.06,-0.15
,-0.036,,,,,,,,-0.051,-0.052,-0.146
,-0.034,,,,,,,,-0.048,-0.043,-0.144
,-0.036,,,,,,,,-0.04,-0.038,-0.146
,-0.034,,,,,,,,-0.027,-0.033,-0.144
,-0.03,,,,,,,,-0.02,-0.025,-0.14
,-0.03,,,,,,,,-0.012,-0.017,-0.14
,-0.031,,,,,,,,-0.001,-0.012,-0.141
,-0.027,,,,,,,,0.01,-0.007,-0.137
,-0.018,,,,,,,,0.017,0.002,-0.128
,-0.015,,,,,,,,0.025,0.01,-0.12
,-0.012,,,,,,,,0.038,0.014,-0.116
,-0.004,,,,,,,,0.043,0.02,-0.11
,0.003,,,,,,,,0.05,0.03,-0.1
,0.006,,,,,,,,0.063,0.036,-0.094
,0.01,,,,,,,,0.075,0.04,-0.09
,0.014,,,,,,,,0.094,0.052,-0.078
